362
42.7816,74.7,0
42.344,75.4429,0
41.8936,76.178,0
41.4303,76.9052,0
40.9544,77.6241,0
40.4661,78.3347,0
39.9654,79.0366,0
39.4526,79.7296,0
38.9277,80.4137,0
38.391,81.0884,0
37.8426,81.7537,0
37.2826,82.4093,0
36.7113,83.055,0
36.1289,83.6907,0
35.5354,84.3161,0
34.9311,84.9311,0
34.3161,85.5354,0
33.6907,86.1289,0
33.055,86.7113,0
32.4093,87.2826,0
31.7537,87.8426,0
31.0884,88.391,0
30.4137,88.9277,0
29.7297,89.4526,0
29.0366,89.9654,0
28.3347,90.4661,0
27.6241,90.9544,0
26.9052,91.4303,0
26.178,91.8936,0
25.4429,92.344,0
24.7,92.7816,0
23.9496,93.2062,0
23.1919,93.6176,0
22.4271,94.0157,0
21.6555,94.4004,0
20.8773,94.7716,0
20.0928,95.1291,0
19.3021,95.4729,0
18.5056,95.8029,0
17.7034,96.1189,0
16.8958,96.4208,0
16.0831,96.7086,0
15.2654,96.9822,0
14.4432,97.2414,0
13.6165,97.4863,0
12.7857,97.7167,0
11.9509,97.9326,0
11.1126,98.1339,0
10.2708,98.3205,0
9.42596,98.4924,0
8.57822,98.6495,0
7.72786,98.7918,0
6.87515,98.9192,0
6.02035,99.0318,0
5.16371,99.1294,0
4.30549,99.212,0
3.44597,99.2796,0
2.5854,99.3323,0
1.72404,99.3699,0
0.862151,99.3925,0
2.99697e-006,99.4,0
-0.862146,99.3925,0
-1.72403,99.3699,0
-2.58539,99.3323,0
-3.44597,99.2796,0
-4.30549,99.212,0
-5.1637,99.1294,0
-6.02034,99.0318,0
-6.87514,98.9192,0
-7.72786,98.7918,0
-8.57821,98.6495,0
-9.42596,98.4924,0
-10.2708,98.3205,0
-11.1126,98.1339,0
-11.9509,97.9326,0
-12.7857,97.7167,0
-13.6165,97.4863,0
-14.4432,97.2414,0
-15.2654,96.9822,0
-16.0831,96.7086,0
-16.8958,96.4208,0
-17.7034,96.1189,0
-18.5056,95.8029,0
-19.3021,95.4729,0
-20.0928,95.1291,0
-20.8773,94.7716,0
-21.6555,94.4004,0
-22.4271,94.0157,0
-23.1919,93.6176,0
-23.9496,93.2062,0
-24.7,92.7816,0
-25.4429,92.344,0
-26.178,91.8936,0
-26.9052,91.4303,0
-27.6241,90.9544,0
-28.3347,90.4661,0
-29.0366,89.9654,0
-29.7296,89.4526,0
-30.4137,88.9277,0
-31.0884,88.391,0
-31.7537,87.8426,0
-32.4093,87.2826,0
-33.055,86.7113,0
-33.6907,86.1289,0
-34.3161,85.5354,0
-34.9311,84.9311,0
-35.5354,84.3161,0
-36.1289,83.6907,0
-36.7113,83.055,0
-37.2826,82.4093,0
-37.8426,81.7537,0
-38.391,81.0884,0
-38.9277,80.4137,0
-39.4526,79.7297,0
-39.9654,79.0366,0
-40.4661,78.3347,0
-40.9544,77.6241,0
-41.4303,76.9052,0
-41.8936,76.178,0
-42.344,75.4429,0
-42.7816,74.7,0
-43.2062,73.9496,0
-43.6176,73.1919,0
-44.0157,72.4271,0
-44.4004,71.6555,0
-44.7716,70.8773,0
-45.1291,70.0928,0
-45.4729,69.3021,0
-45.8029,68.5056,0
-46.1189,67.7034,0
-46.4208,66.8958,0
-46.7086,66.0831,0
-46.9822,65.2654,0
-47.2414,64.4432,0
-47.4863,63.6165,0
-47.7167,62.7857,0
-47.9326,61.9509,0
-48.1339,61.1126,0
-48.3205,60.2708,0
-48.4924,59.426,0
-48.6495,58.5782,0
-48.7918,57.7279,0
-48.9192,56.8752,0
-49.0318,56.0203,0
-49.1294,55.1637,0
-49.212,54.3055,0
-49.2796,53.446,0
-49.3323,52.5854,0
-49.3699,51.724,0
-49.3925,50.8622,0
-49.4,50,0
-49.3925,49.1379,0
-49.3699,48.276,0
-49.3323,47.4146,0
-49.2796,46.554,0
-49.212,45.6945,0
-49.1294,44.8363,0
-49.0318,43.9797,0
-48.9192,43.1249,0
-48.7918,42.2721,0
-48.6495,41.4218,0
-48.4924,40.574,0
-48.3205,39.7292,0
-48.1339,38.8874,0
-47.9326,38.0491,0
-47.7167,37.2143,0
-47.4863,36.3835,0
-47.2414,35.5568,0
-46.9822,34.7346,0
-46.7086,33.9169,0
-46.4208,33.1042,0
-46.1189,32.2966,0
-45.8029,31.4944,0
-45.4729,30.6979,0
-45.1291,29.9072,0
-44.7716,29.1227,0
-44.4004,28.3445,0
-44.0157,27.5729,0
-43.6176,26.8081,0
-43.2062,26.0504,0
-42.7816,25.3,0
-42.344,24.5571,0
-41.8936,23.822,0
-41.4303,23.0948,0
-40.9544,22.3759,0
-40.4661,21.6653,0
-39.9654,20.9634,0
-39.4526,20.2704,0
-38.9277,19.5863,0
-38.391,18.9116,0
-37.8426,18.2463,0
-37.2826,17.5907,0
-36.7113,16.945,0
-36.1289,16.3093,0
-35.5354,15.6839,0
-34.9311,15.0689,0
-34.3161,14.4646,0
-33.6907,13.8711,0
-33.055,13.2887,0
-32.4093,12.7174,0
-31.7537,12.1574,0
-31.0884,11.609,0
-30.4137,11.0723,0
-29.7297,10.5474,0
-29.0366,10.0346,0
-28.3347,9.53391,0
-27.6241,9.04557,0
-26.9052,8.5697,0
-26.178,8.10645,0
-25.4429,7.65596,0
-24.7,7.21837,0
-23.9496,6.79381,0
-23.1919,6.38241,0
-22.4271,5.9843,0
-21.6555,5.5996,0
-20.8773,5.22842,0
-20.0928,4.87088,0
-19.3021,4.52708,0
-18.5056,4.19714,0
-17.7034,3.88115,0
-16.8958,3.57921,0
-16.0831,3.29141,0
-15.2654,3.01783,0
-14.4432,2.75857,0
-13.6165,2.5137,0
-12.7857,2.28329,0
-11.9509,2.06741,0
-11.1126,1.86614,0
-10.2708,1.67953,0
-9.42597,1.50764,0
-8.57822,1.35052,0
-7.72786,1.20822,0
-6.87515,1.08078,0
-6.02035,0.968243,0
-5.16371,0.870642,0
-4.3055,0.788006,0
-3.44597,0.720359,0
-2.5854,0.667725,0
-1.72404,0.630116,0
-0.862154,0.607546,0
0.00523572,0.599977,0
nan,nan,nan
